protocol,platform,platform_type,distance_km,noise_factor,run,transmission,effective_qubits,sifted_length,raw_key_rate,qber,secure_key_rate,single_qubit_fidelity,two_qubit_fidelity,T1,T2
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,2,0.5011872336272722,250,255,0.51,0.00623812766372714,0.4935339125078121,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,3,0.5011872336272722,250,252,0.504,0.00623812766372714,0.48772763118419077,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,4,0.5011872336272722,250,263,0.526,0.00623812766372714,0.5090173293708024,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,5,0.5011872336272722,250,255,0.51,0.00623812766372714,0.4935339125078121,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,6,0.5011872336272722,250,240,0.48,0.00623812766372714,0.4645025058897055,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,7,0.5011872336272722,250,222,0.444,0.00623812766372714,0.4296648179479776,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,8,0.5011872336272722,250,242,0.484,0.00623812766372714,0.4683733601054531,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,2.5,9,0.5011872336272722,250,248,0.496,0.00623812766372714,0.47998592275269575,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,0,0.3981071705534972,199,246,0.492,0.0065189282944649735,0.4736799762540945,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,1,0.3981071705534972,199,247,0.494,0.0065189282944649735,0.47560550461285095,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,2,0.3981071705534972,199,249,0.498,0.0065189282944649735,0.4794565613303639,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,3,0.3981071705534972,199,242,0.484,0.0065189282944649735,0.46597786281906856,0.9995,0.987,10000,1000
